"category_name","avg_category_rating","year_month","label"
"B",5,"1999.12","Top 3"
"Bearpaw",5,"1999.12","Top 3"
"Women",5,"1999.12","Top 3"
"Shoes",5,"1999.12","Top 3"
"Slippers",5,"1999.12","Top 3"
"Women",5,"1999.12","Top 3"
"Bella Vita",5,"1999.12","Top 3"
"Novelty",5,"1999.12","Top 3"
"Novelty, Costumes & More",5,"1999.12","Top 3"
"Clothing, Shoes & Jewelry",5,"1999.12","Top 3"
"Women",5,"1999.12","Top 3"
"Pumps",5,"1999.12","Top 3"
"Costumes & Accessories",5,"1999.12","Top 2"
"Kids & Baby",5,"1999.12","Top 2"
"More Accessories",5,"1999.12","Top 2"
"Pumps",5,"1999.12","Top 2"
"Women",5,"1999.12","Top 2"
"F",5,"1999.12","Top 2"
"Clothing, Shoes & Jewelry",5,"1999.12","Top 2"
"Novelty, Costumes & More",5,"1999.12","Top 2"
"Girls",5,"1999.12","Top 2"
"Clothing, Shoes & Jewelry",5,"1999.12","Top 2"
"Shoes",5,"1999.12","Top 2"
"Fergie",5,"1999.12","Top 2"
"Health & Personal Care",5,"1999.12","Top 1"
"Stationery & Party Supplies",5,"1999.12","Top 1"
"Party Supplies",5,"1999.12","Top 1"
"Decorations",5,"1999.12","Top 1"
"Tablecovers",5,"1999.12","Top 1"
"Valve Caps",5,"1999.2","Top 5"
"Sports & Outdoors",5,"1999.2","Top 5"
"Cycling",5,"1999.2","Top 5"
"Accessories",5,"1999.2","Top 5"
"Sports & Outdoors",5,"1999.2","Top 4"
"Skateboarding",5,"1999.2","Top 4"
"Standard Skateboards & Longboards",5,"1999.2","Top 4"
"Standard Skateboards",5,"1999.2","Top 4"
"Action Sports",5,"1999.2","Top 4"
"",5,"1999.2","Top 4"
"",5,"1999.2","Top 4"
"Guns & Rifles",5,"1999.2","Top 3"
"Airsoft",5,"1999.2","Top 3"
"Paintball & Airsoft",5,"1999.2","Top 3"
"Sports & Outdoors",5,"1999.2","Top 3"
"",5,"1999.2","Top 2"
"",5,"1999.2","Top 2"
"",5,"1999.2","Top 2"
"Sheet Music Folders",5,"1999.2","Top 1"
"General Accessories",5,"1999.2","Top 1"
"Instrument Accessories",5,"1999.2","Top 1"
"Musical Instruments",5,"1999.2","Top 1"
"Beauty",5,"1999.3","Top 5"
"Makeup",5,"1999.3","Top 5"
"Eyes",5,"1999.3","Top 5"
"Eye Shadow",5,"1999.3","Top 5"
"",5,"1999.3","Top 5"
"Beauty",5,"1999.3","Top 4"
"Hair Care",5,"1999.3","Top 4"
"Shampoos",5,"1999.3","Top 4"
"Puffs, Sponges & Wedges",5,"1999.3","Top 4"
"Makeup Brushes & Tools",5,"1999.3","Top 4"
"Tools & Accessories",5,"1999.3","Top 4"
"Beauty",5,"1999.3","Top 4"
"",5,"1999.3","Top 3"
"",5,"1999.3","Top 3"
"",5,"1999.3","Top 2"
"",5,"1999.3","Top 2"
"",5,"1999.3","Top 2"
"Sheet Music Folders",5,"1999.3","Top 1"
"General Accessories",5,"1999.3","Top 1"
"Instrument Accessories",5,"1999.3","Top 1"
"Musical Instruments",5,"1999.3","Top 1"
"World Music",5,"1999.4","Top 5"
"Japan",5,"1999.4","Top 5"
"Far East & Asia",5,"1999.4","Top 5"
"CDs & Vinyl",5,"1999.4","Top 5"
"Rock",5,"1999.4","Top 5"
"Folk Rock",5,"1999.4","Top 5"
"Door Hardware & Locks",5,"1999.4","Top 4"
"Lighting & Ceiling Fans",5,"1999.4","Top 4"
"Screen Door Hardware",5,"1999.4","Top 4"
"Table Lamps",5,"1999.4","Top 4"
"Hardware",5,"1999.4","Top 4"
"Tools & Home Improvement",5,"1999.4","Top 4"
"Tools & Home Improvement",5,"1999.4","Top 4"
"Japan",5,"1999.4","Top 4"
"Far East & Asia",5,"1999.4","Top 4"
"World Music",5,"1999.4","Top 4"
"Lamps & Shades",5,"1999.4","Top 4"
"CDs & Vinyl",5,"1999.4","Top 4"
"Door Hardware & Locks",5,"1999.4","Top 3"
"Hardware",5,"1999.4","Top 3"
"Tools & Home Improvement",5,"1999.4","Top 3"
"Pocket & Bifold Door Hardware",5,"1999.4","Top 3"
"",5,"1999.4","Top 2"
"",5,"1999.4","Top 2"
"",5,"1999.4","Top 1"
"",5,"1999.4","Top 1"
"",5,"1999.4","Top 1"
"Sports & Outdoors",5,"1999.5","Top 5"
"Action Sports",5,"1999.5","Top 5"
"Skateboarding",5,"1999.5","Top 5"
"Standard Skateboards & Longboards",5,"1999.5","Top 5"
"Standard Skateboards",5,"1999.5","Top 5"
"Guns & Rifles",5,"1999.5","Top 4"
"Airsoft",5,"1999.5","Top 4"
"Paintball & Airsoft",5,"1999.5","Top 4"
"Sports & Outdoors",5,"1999.5","Top 4"
"",5,"1999.5","Top 3"
"",5,"1999.5","Top 3"
"Musical Instruments",5,"1999.5","Top 2"
"Sheet Music Folders",5,"1999.5","Top 2"
"General Accessories",5,"1999.5","Top 2"
"Instrument Accessories",5,"1999.5","Top 2"
"",5,"1999.5","Top 1"
"",5,"1999.5","Top 1"
"",5,"1999.5","Top 1"
"Games",5,"1999.6","Top 5"
"",5,"1999.6","Top 5"
"Video Games",5,"1999.6","Top 5"
"Kids & Family",5,"1999.6","Top 5"
"More Systems",5,"1999.6","Top 5"
"GameCube",5,"1999.6","Top 5"
"Electronics",5,"1999.6","Top 4"
"Accessories",5,"1999.6","Top 4"
"Door Hardware & Locks",5,"1999.6","Top 4"
"Pocket & Bifold Door Hardware",5,"1999.6","Top 4"
"Camera & Photo",5,"1999.6","Top 4"
"Tools & Home Improvement",5,"1999.6","Top 4"
"Adapters & Converters",5,"1999.6","Top 4"
"Lens Accessories",5,"1999.6","Top 4"
"Beauty",5,"1999.6","Top 4"
"Tools & Accessories",5,"1999.6","Top 4"
"Makeup Brushes & Tools",5,"1999.6","Top 4"
"Puffs, Sponges & Wedges",5,"1999.6","Top 4"
"Hardware",5,"1999.6","Top 4"
"Handheld Games",5,"1999.6","Top 3"
"Games",5,"1999.6","Top 3"
"Video Games",5,"1999.6","Top 3"
"Kids & Family",5,"1999.6","Top 3"
"More Systems",5,"1999.6","Top 3"
"PlayStation 2",5,"1999.6","Top 3"
"Games",5,"1999.6","Top 3"
"Toys & Games",5,"1999.6","Top 3"
"",5,"1999.6","Top 2"
"",5,"1999.6","Top 2"
"",5,"1999.6","Top 1"
"",5,"1999.6","Top 1"
"",5,"1999.6","Top 1"
"",5,"1999.7","Top 5"
"",5,"1999.7","Top 5"
"Sports & Outdoors",5,"1999.7","Top 5"
"Accessories",5,"1999.7","Top 5"
"Valve Caps",5,"1999.7","Top 5"
"",5,"1999.7","Top 5"
"Cycling",5,"1999.7","Top 5"
"Standard Skateboards & Longboards",5,"1999.7","Top 4"
"Skateboarding",5,"1999.7","Top 4"
"Action Sports",5,"1999.7","Top 4"
"Sports & Outdoors",5,"1999.7","Top 4"
"Standard Skateboards",5,"1999.7","Top 4"
"Sports & Outdoors",5,"1999.7","Top 3"
"Paintball & Airsoft",5,"1999.7","Top 3"
"Airsoft",5,"1999.7","Top 3"
"Guns & Rifles",5,"1999.7","Top 3"
"World Music",5,"1999.7","Top 2"
"Folk Rock",5,"1999.7","Top 2"
"Rock",5,"1999.7","Top 2"
"CDs & Vinyl",5,"1999.7","Top 2"
"Japan",5,"1999.7","Top 2"
"Far East & Asia",5,"1999.7","Top 2"
"World Music",5,"1999.7","Top 1"
"CDs & Vinyl",5,"1999.7","Top 1"
"Japan",5,"1999.7","Top 1"
"Far East & Asia",5,"1999.7","Top 1"
"Screen Door Hardware",5,"1999.8","Top 5"
"Door Hardware & Locks",5,"1999.8","Top 5"
"Hardware",5,"1999.8","Top 5"
"Table Lamps",5,"1999.8","Top 5"
"Lamps & Shades",5,"1999.8","Top 5"
"Lighting & Ceiling Fans",5,"1999.8","Top 5"
"Tools & Home Improvement",5,"1999.8","Top 5"
"Tools & Home Improvement",5,"1999.8","Top 5"
"Computers & Accessories",5,"1999.8","Top 4"
"Electronics",5,"1999.8","Top 4"
"Computer Components",5,"1999.8","Top 4"
"Memory",5,"1999.8","Top 4"
"Tools & Home Improvement",5,"1999.8","Top 3"
"Hardware",5,"1999.8","Top 3"
"Door Hardware & Locks",5,"1999.8","Top 3"
"Pocket & Bifold Door Hardware",5,"1999.8","Top 3"
"",5,"1999.8","Top 2"
"",5,"1999.8","Top 2"
"",5,"1999.8","Top 1"
"",5,"1999.8","Top 1"
"",5,"1999.8","Top 1"
"Electronics",5,"1999.9","Top 5"
"Computers & Accessories",5,"1999.9","Top 5"
"Computer Components",5,"1999.9","Top 5"
"Memory",5,"1999.9","Top 5"
"Japan",5,"1999.9","Top 4"
"Far East & Asia",5,"1999.9","Top 4"
"World Music",5,"1999.9","Top 4"
"Folk Rock",5,"1999.9","Top 4"
"Rock",5,"1999.9","Top 4"
"CDs & Vinyl",5,"1999.9","Top 4"
"CDs & Vinyl",5,"1999.9","Top 3"
"Japan",5,"1999.9","Top 3"
"Far East & Asia",5,"1999.9","Top 3"
"World Music",5,"1999.9","Top 3"
"Musical Instruments",5,"1999.9","Top 2"
"Instrument Accessories",5,"1999.9","Top 2"
"General Accessories",5,"1999.9","Top 2"
"Sheet Music Folders",5,"1999.9","Top 2"
"Handheld Games",5,"1999.9","Top 1"
"Games",5,"1999.9","Top 1"
"Toys & Games",5,"1999.9","Top 1"
"Fashion Sneakers",5,"2000.1","Top 5"
"Accessories",5,"2000.1","Top 5"
"Handbags & Wallets",5,"2000.1","Top 5"
"Clothing, Shoes & Jewelry",5,"2000.1","Top 5"
"Clothing, Shoes & Jewelry",5,"2000.1","Top 5"
"Heart-Shaped Jewelry",5,"2000.1","Top 5"
"Women",5,"2000.1","Top 5"
"Clutches",5,"2000.1","Top 5"
"Novelty",5,"2000.1","Top 5"
"Jewelry",5,"2000.1","Top 5"
"Earrings",5,"2000.1","Top 5"
"Women",5,"2000.1","Top 5"
"Foley + Corinna",5,"2000.1","Top 5"
"F",5,"2000.1","Top 5"
"Shoes & Accessories: International Shipping Available",5,"2000.1","Top 5"
"Clothing, Shoes & Jewelry",5,"2000.1","Top 5"
"C",5,"2000.1","Top 5"
"Converse",5,"2000.1","Top 5"
"Street, Surf & Skate",5,"2000.1","Top 5"
"Clothing, Shoes & Jewelry",5,"2000.1","Top 5"
"Women",5,"2000.1","Top 5"
"Men",5,"2000.1","Top 5"
"Handbag Accessories",5,"2000.1","Top 5"
"Handbag Hangers",5,"2000.1","Top 5"
"Women",5,"2000.1","Top 5"
"Shoes",5,"2000.1","Top 5"
"Novelty, Costumes & More",5,"2000.1","Top 5"
"Dining & Entertaining",5,"2000.1","Top 4"
"Home & Kitchen",5,"2000.1","Top 4"
"Shot Glasses",5,"2000.1","Top 4"
"Clothing, Shoes & Jewelry",5,"2000.1","Top 4"
"Women",5,"2000.1","Top 4"
"Shoes",5,"2000.1","Top 4"
"Mules & Clogs",5,"2000.1","Top 4"
"Glassware & Drinkware",5,"2000.1","Top 4"
"Kitchen & Dining",5,"2000.1","Top 4"
"Women",5,"2000.1","Top 3"
"Clothing, Shoes & Jewelry",5,"2000.1","Top 3"
"Handbag Accessories",5,"2000.1","Top 3"
"Accessories",5,"2000.1","Top 3"
"Petite",5,"2000.1","Top 3"
"Sports Bras",5,"2000.1","Top 3"
"Bras",5,"2000.1","Top 3"
"Intimates",5,"2000.1","Top 3"
"Lingerie, Sleep & Lounge",5,"2000.1","Top 3"
"Clothing",5,"2000.1","Top 3"
"Women",5,"2000.1","Top 3"
"Girls",5,"2000.1","Top 3"
"Clothing",5,"2000.1","Top 3"
"Clothing, Shoes & Jewelry",5,"2000.1","Top 3"
"Active",5,"2000.1","Top 3"
"Handbag Hangers",5,"2000.1","Top 3"
"Clothing, Shoes & Jewelry",5,"2000.1","Top 3"
"Active Skirts",5,"2000.1","Top 3"
"Shoes & Accessories: International Shipping Available",5,"2000.1","Top 2"
"B",5,"2000.1","Top 2"
"Clothing, Shoes & Jewelry",5,"2000.1","Top 2"
"Jewelry",5,"2000.1","Top 2"
"Clothing, Shoes & Jewelry",5,"2000.1","Top 2"
"Women",5,"2000.1","Top 2"
"Jewelry",5,"2000.1","Top 2"
"Clothing, Shoes & Jewelry",5,"2000.1","Top 2"
"Fashion",5,"2000.1","Top 2"
"Fashion",5,"2000.1","Top 2"
"Novelty, Costumes & More",5,"2000.1","Top 2"
"Novelty",5,"2000.1","Top 2"
"Wedding & Engagement Rings",5,"2000.1","Top 2"
"Bridal Sets",5,"2000.1","Top 2"
"Novelty, Costumes & More",5,"2000.1","Top 2"
"Clothing, Shoes & Jewelry",5,"2000.1","Top 2"
"B",5,"2000.1","Top 2"
"Novelty",5,"2000.1","Top 2"
"Wedding & Engagement Rings",5,"2000.1","Top 2"
"Bridal Sets",5,"2000.1","Top 2"
"Bearpaw",5,"2000.1","Top 2"
"Women",5,"2000.1","Top 2"
"Shoes",5,"2000.1","Top 2"
"Slippers",5,"2000.1","Top 2"
"Women",5,"2000.1","Top 2"
"Clothing, Shoes & Jewelry",5,"2000.1","Top 2"
"Flats",5,"2000.1","Top 2"
"Shoes",5,"2000.1","Top 2"
"Pumps",5,"2000.1","Top 2"
"Shoes",5,"2000.1","Top 2"
"Women",5,"2000.1","Top 2"
"Bella Vita",5,"2000.1","Top 2"
"Women",5,"2000.1","Top 2"
"Shoes",5,"2000.1","Top 1"
"Pumps",5,"2000.1","Top 1"
"Women",5,"2000.1","Top 1"
"Fergie",5,"2000.1","Top 1"
"F",5,"2000.1","Top 1"
"Clothing, Shoes & Jewelry",5,"2000.1","Top 1"
"Girls",5,"2000.1","Top 1"
"Novelty, Costumes & More",5,"2000.1","Top 1"
"Costumes & Accessories",5,"2000.1","Top 1"
"More Accessories",5,"2000.1","Top 1"
"Kids & Baby",5,"2000.1","Top 1"
"Clothing, Shoes & Jewelry",5,"2000.1","Top 1"
"Praise & Worship",4.81,"2000.10","Top 5"
"CDs & Vinyl",4.81,"2000.10","Top 5"
"Christian",4.81,"2000.10","Top 5"
"Treats",5,"2000.10","Top 4"
"Bones",5,"2000.10","Top 4"
"Pet Supplies",5,"2000.10","Top 4"
"Dogs",5,"2000.10","Top 4"
"Rawhide",5,"2000.10","Top 4"
"Sports & Outdoors",5,"2000.10","Top 3"
"Hunting & Fishing",5,"2000.10","Top 3"
"Hunting",5,"2000.10","Top 3"
"Hunting & Tactical Knives",5,"2000.10","Top 3"
"Canned",5,"2000.10","Top 3"
"Wet",5,"2000.10","Top 3"
"Hunting Knives",5,"2000.10","Top 3"
"Fixed Blade Hunting Knives",5,"2000.10","Top 3"
"Pet Supplies",5,"2000.10","Top 3"
"Cats",5,"2000.10","Top 3"
"Food",5,"2000.10","Top 3"
"Pet Supplies",5,"2000.10","Top 2"
"Dogs",5,"2000.10","Top 2"
"Food",5,"2000.10","Top 2"
"Wet",5,"2000.10","Top 2"
"Canned",5,"2000.10","Top 2"
"Snacks",5,"2000.10","Top 1"
"Cookies, Biscuits & Snacks",5,"2000.10","Top 1"
"Dogs",5,"2000.10","Top 1"
"Pet Supplies",5,"2000.10","Top 1"
"Treats",5,"2000.10","Top 1"
"Childrens",4.6,"2000.11","Top 5"
"Christian",4.6,"2000.11","Top 5"
"Childrens Music",4.6,"2000.11","Top 5"
"CDs & Vinyl",4.6,"2000.11","Top 5"
"Childrens Music",4.6,"2000.11","Top 5"
"CDs & Vinyl",4.6,"2000.11","Top 5"
"Christian",4.6,"2000.11","Top 5"
"Childrens",4.6,"2000.11","Top 5"
"Childrens Music",4.62,"2000.11","Top 4"
"Childrens Music",4.62,"2000.11","Top 4"
"CDs & Vinyl",4.62,"2000.11","Top 4"
"Movies",4.62,"2000.11","Top 4"
"Movies & TV",4.62,"2000.11","Top 4"
"Movies & TV",4.62,"2000.11","Top 4"
"CDs & Vinyl",4.62,"2000.11","Top 4"
"Movies",4.62,"2000.11","Top 4"
"Praise & Worship",4.66,"2000.11","Top 3"
"CDs & Vinyl",4.66,"2000.11","Top 3"
"Christian",4.66,"2000.11","Top 3"
"Screen Protectors",5,"2000.11","Top 2"
"Accessories",5,"2000.11","Top 2"
"Cell Phones & Accessories",5,"2000.11","Top 2"
"Walk-Behind Lawn Mowers",5,"2000.11","Top 1"
"Lawn Mowers & Outdoor Power Tools",5,"2000.11","Top 1"
"Lawn Mowers & Tractors",5,"2000.11","Top 1"
"Patio, Lawn & Garden",5,"2000.11","Top 1"
"Clothing, Shoes & Jewelry",5,"2000.12","Top 5"
"Night Out & Cocktail",5,"2000.12","Top 5"
"Dresses",5,"2000.12","Top 5"
"Clothing",5,"2000.12","Top 5"
"Women",5,"2000.12","Top 5"
"Patio, Lawn & Garden",5,"2000.12","Top 4"
"Lawn Mowers & Outdoor Power Tools",5,"2000.12","Top 4"
"Lawn Mowers & Tractors",5,"2000.12","Top 4"
"Walk-Behind Lawn Mowers",5,"2000.12","Top 4"
"Clothing, Shoes & Jewelry",5,"2000.12","Top 3"
"Womens Luxury Brands",5,"2000.12","Top 3"
"Playwear",5,"2000.12","Top 3"
"Dresses",5,"2000.12","Top 3"
"Clothing",5,"2000.12","Top 3"
"Girls",5,"2000.12","Top 3"
"Jewelry",5,"2000.12","Top 2"
"Bead",5,"2000.12","Top 2"
"Novelty",5,"2000.12","Top 2"
"Clothing, Shoes & Jewelry",5,"2000.12","Top 2"
"Women",5,"2000.12","Top 2"
"Jewelry",5,"2000.12","Top 2"
"Fine",5,"2000.12","Top 2"
"Charms & Charm Bracelets",5,"2000.12","Top 2"
"Novelty, Costumes & More",5,"2000.12","Top 2"
"Charms",5,"2000.12","Top 2"
"Necklaces & Pendants",5,"2000.12","Top 2"
"Women",5,"2000.12","Top 2"
"Novelty, Costumes & More",5,"2000.12","Top 2"
"Novelty",5,"2000.12","Top 2"
"Clothing, Shoes & Jewelry",5,"2000.12","Top 2"
"Antique & Estate Jewelry",5,"2000.12","Top 2"
"Contemporary",5,"2000.12","Top 2"
"Camera & Photo",5,"2000.12","Top 1"
"Filters & Accessories",5,"2000.12","Top 1"
"Electronics",5,"2000.12","Top 1"
"Filter Sets",5,"2000.12","Top 1"
"Accessories",5,"2000.12","Top 1"
"B",5,"2000.2","Top 5"
"Flats",5,"2000.2","Top 5"
"Shoes & Accessories: International Shipping Available",5,"2000.2","Top 5"
"Clothing, Shoes & Jewelry",5,"2000.2","Top 5"
"Bridal Sets",5,"2000.2","Top 5"
"Wedding & Engagement Rings",5,"2000.2","Top 5"
"Novelty",5,"2000.2","Top 5"
"Novelty, Costumes & More",5,"2000.2","Top 5"
"Fashion",5,"2000.2","Top 5"
"Bridal Sets",5,"2000.2","Top 5"
"Wedding & Engagement Rings",5,"2000.2","Top 5"
"Clothing, Shoes & Jewelry",5,"2000.2","Top 5"
"Pumps",5,"2000.2","Top 5"
"Novelty",5,"2000.2","Top 5"
"Musical Instruments",5,"2000.2","Top 5"
"Shoes",5,"2000.2","Top 5"
"Women",5,"2000.2","Top 5"
"Novelty, Costumes & More",5,"2000.2","Top 5"
"B",5,"2000.2","Top 5"
"Clothing, Shoes & Jewelry",5,"2000.2","Top 5"
"Fashion",5,"2000.2","Top 5"
"Jewelry",5,"2000.2","Top 5"
"Women",5,"2000.2","Top 5"
"Instrument Accessories",5,"2000.2","Top 5"
"Guitar & Bass Accessories",5,"2000.2","Top 5"
"Women",5,"2000.2","Top 5"
"Shoes",5,"2000.2","Top 5"
"Bella Vita",5,"2000.2","Top 5"
"Women",5,"2000.2","Top 5"
"Tuners",5,"2000.2","Top 5"
"Clothing, Shoes & Jewelry",5,"2000.2","Top 5"
"Shoes",5,"2000.2","Top 5"
"Clothing, Shoes & Jewelry",5,"2000.2","Top 5"
"Slippers",5,"2000.2","Top 5"
"Women",5,"2000.2","Top 5"
"Jewelry",5,"2000.2","Top 5"
"Bearpaw",5,"2000.2","Top 5"
"Action Figures",5,"2000.2","Top 4"
"More Accessories",5,"2000.2","Top 4"
"Toys & Games",5,"2000.2","Top 4"
"Action Figures & Statues",5,"2000.2","Top 4"
"Action Figures",5,"2000.2","Top 4"
"Toys & Games",5,"2000.2","Top 4"
"Clothing, Shoes & Jewelry",5,"2000.2","Top 4"
"Clothing, Shoes & Jewelry",5,"2000.2","Top 4"
"Action Figures & Statues",5,"2000.2","Top 4"
"Women",5,"2000.2","Top 4"
"Pumps",5,"2000.2","Top 4"
"Shoes",5,"2000.2","Top 4"
"Kids & Baby",5,"2000.2","Top 4"
"Fergie",5,"2000.2","Top 4"
"Girls",5,"2000.2","Top 4"
"Novelty, Costumes & More",5,"2000.2","Top 4"
"Costumes & Accessories",5,"2000.2","Top 4"
"F",5,"2000.2","Top 4"
"Tablecovers",5,"2000.2","Top 3"
"Decorations",5,"2000.2","Top 3"
"Party Supplies",5,"2000.2","Top 3"
"Stationery & Party Supplies",5,"2000.2","Top 3"
"Health & Personal Care",5,"2000.2","Top 3"
"Toys & Games",5,"2000.2","Top 2"
"Dolls & Accessories",5,"2000.2","Top 2"
"Dolls",5,"2000.2","Top 2"
"Jigsaw Puzzles",5,"2000.2","Top 1"
"Puzzles",5,"2000.2","Top 1"
"Toys & Games",5,"2000.2","Top 1"
"Pet Supplies",5,"2000.3","Top 5"
"Dogs",5,"2000.3","Top 5"
"Food",5,"2000.3","Top 5"
"Wet",5,"2000.3","Top 5"
"Canned",5,"2000.3","Top 5"
"Pet Supplies",5,"2000.3","Top 4"
"Small Animals",5,"2000.3","Top 4"
"Food",5,"2000.3","Top 4"
"Pet Supplies",5,"2000.3","Top 3"
"Snacks",5,"2000.3","Top 3"
"Cookies, Biscuits & Snacks",5,"2000.3","Top 3"
"Treats",5,"2000.3","Top 3"
"Dogs",5,"2000.3","Top 3"
"",5,"2000.3","Top 2"
"",5,"2000.3","Top 2"
"",5,"2000.3","Top 1"
"",5,"2000.3","Top 1"
"",5,"2000.3","Top 1"
"Fashion",4.83,"2000.4","Top 5"
"Bridal Sets",4.83,"2000.4","Top 5"
"Women",4.83,"2000.4","Top 5"
"Clothing, Shoes & Jewelry",4.83,"2000.4","Top 5"
"Clothing, Shoes & Jewelry",4.83,"2000.4","Top 5"
"Shoes & Accessories: International Shipping Available",4.83,"2000.4","Top 5"
"B",4.83,"2000.4","Top 5"
"Bella Vita",4.83,"2000.4","Top 5"
"Women",4.83,"2000.4","Top 5"
"Shoes",4.83,"2000.4","Top 5"
"Pumps",4.83,"2000.4","Top 5"
"Slippers",4.83,"2000.4","Top 5"
"Shoes",4.83,"2000.4","Top 5"
"Bearpaw",4.83,"2000.4","Top 5"
"Clothing, Shoes & Jewelry",4.83,"2000.4","Top 5"
"Women",4.83,"2000.4","Top 5"
"Clothing, Shoes & Jewelry",4.83,"2000.4","Top 5"
"Women",4.83,"2000.4","Top 5"
"Bridal Sets",4.83,"2000.4","Top 5"
"Wedding & Engagement Rings",4.83,"2000.4","Top 5"
"Novelty",4.83,"2000.4","Top 5"
"Novelty, Costumes & More",4.83,"2000.4","Top 5"
"B",4.83,"2000.4","Top 5"
"Jewelry",4.83,"2000.4","Top 5"
"Fashion",4.83,"2000.4","Top 5"
"Jewelry",4.83,"2000.4","Top 5"
"Wedding & Engagement Rings",4.83,"2000.4","Top 5"
"Novelty",4.83,"2000.4","Top 5"
"Women",4.83,"2000.4","Top 5"
"Novelty, Costumes & More",4.83,"2000.4","Top 5"
"Flats",4.83,"2000.4","Top 5"
"Clothing, Shoes & Jewelry",4.83,"2000.4","Top 5"
"Shoes",4.83,"2000.4","Top 5"
"Costumes & Accessories",4.83,"2000.4","Top 4"
"Kids & Baby",4.83,"2000.4","Top 4"
"More Accessories",4.83,"2000.4","Top 4"
"Novelty, Costumes & More",4.83,"2000.4","Top 4"
"Girls",4.83,"2000.4","Top 4"
"Clothing, Shoes & Jewelry",4.83,"2000.4","Top 4"
"Shoes",4.83,"2000.4","Top 4"
"Pumps",4.83,"2000.4","Top 4"
"Women",4.83,"2000.4","Top 4"
"Clothing, Shoes & Jewelry",4.83,"2000.4","Top 4"
"F",4.83,"2000.4","Top 4"
"Fergie",4.83,"2000.4","Top 4"
"Toys & Games",5,"2000.4","Top 3"
"Action Figures & Statues",5,"2000.4","Top 3"
"Action Figures",5,"2000.4","Top 3"
"Toys & Games",5,"2000.4","Top 3"
"Action Figures & Statues",5,"2000.4","Top 3"
"Action Figures",5,"2000.4","Top 3"
"Toys & Games",5,"2000.4","Top 2"
"Dolls & Accessories",5,"2000.4","Top 2"
"Dolls",5,"2000.4","Top 2"
"Jigsaw Puzzles",5,"2000.4","Top 1"
"Toys & Games",5,"2000.4","Top 1"
"Puzzles",5,"2000.4","Top 1"
"Beauty",5,"2000.5","Top 5"
"Tools & Accessories",5,"2000.5","Top 5"
"Makeup Brushes & Tools",5,"2000.5","Top 5"
"Puffs, Sponges & Wedges",5,"2000.5","Top 5"
"Backpacks & Bags",5,"2000.5","Top 4"
"Sports & Outdoors",5,"2000.5","Top 4"
"Outdoor Gear",5,"2000.5","Top 4"
"Camping & Hiking",5,"2000.5","Top 4"
"Sports & Outdoors",5,"2000.5","Top 4"
"Skirts",5,"2000.5","Top 4"
"Girls",5,"2000.5","Top 4"
"Clothing",5,"2000.5","Top 4"
"Dance",5,"2000.5","Top 4"
"Other Sports",5,"2000.5","Top 4"
"Hiking Daypacks",5,"2000.5","Top 4"
"Valve Caps",5,"2000.5","Top 3"
"Accessories",5,"2000.5","Top 3"
"Sports & Outdoors",5,"2000.5","Top 3"
"Cycling",5,"2000.5","Top 3"
"Skateboarding",5,"2000.5","Top 2"
"Action Sports",5,"2000.5","Top 2"
"Sports & Outdoors",5,"2000.5","Top 2"
"Standard Skateboards & Longboards",5,"2000.5","Top 2"
"Standard Skateboards",5,"2000.5","Top 2"
"Airsoft",5,"2000.5","Top 1"
"Guns & Rifles",5,"2000.5","Top 1"
"Paintball & Airsoft",5,"2000.5","Top 1"
"Sports & Outdoors",5,"2000.5","Top 1"
"Puffs, Sponges & Wedges",5,"2000.6","Top 5"
"Pet Supplies",5,"2000.6","Top 5"
"Dogs",5,"2000.6","Top 5"
"Food",5,"2000.6","Top 5"
"Wet",5,"2000.6","Top 5"
"Canned",5,"2000.6","Top 5"
"Beauty",5,"2000.6","Top 5"
"Tools & Accessories",5,"2000.6","Top 5"
"Makeup Brushes & Tools",5,"2000.6","Top 5"
"Action Figures & Statues",5,"2000.6","Top 4"
"Small Animals",5,"2000.6","Top 4"
"Food",5,"2000.6","Top 4"
"Pet Supplies",5,"2000.6","Top 4"
"Toys & Games",5,"2000.6","Top 4"
"Action Figures & Statues",5,"2000.6","Top 4"
"Action Figures",5,"2000.6","Top 4"
"Action Figures",5,"2000.6","Top 4"
"Toys & Games",5,"2000.6","Top 4"
"Cookies, Biscuits & Snacks",5,"2000.6","Top 3"
"Treats",5,"2000.6","Top 3"
"Dogs",5,"2000.6","Top 3"
"Pet Supplies",5,"2000.6","Top 3"
"Snacks",5,"2000.6","Top 3"
"Toys & Games",5,"2000.6","Top 2"
"Dolls & Accessories",5,"2000.6","Top 2"
"Dolls",5,"2000.6","Top 2"
"Puzzles",5,"2000.6","Top 1"
"Toys & Games",5,"2000.6","Top 1"
"Jigsaw Puzzles",5,"2000.6","Top 1"
"Toys & Games",4.7,"2000.7","Top 5"
"Dolls & Accessories",4.7,"2000.7","Top 5"
"Dolls",4.7,"2000.7","Top 5"
"Jigsaw Puzzles",4.7,"2000.7","Top 4"
"Puzzles",4.7,"2000.7","Top 4"
"Toys & Games",4.7,"2000.7","Top 4"
"Bones",5,"2000.7","Top 3"
"Rawhide",5,"2000.7","Top 3"
"Clothing, Shoes & Jewelry",5,"2000.7","Top 3"
"Men",5,"2000.7","Top 3"
"Clothing",5,"2000.7","Top 3"
"Underwear",5,"2000.7","Top 3"
"Pet Supplies",5,"2000.7","Top 3"
